Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Date Time
Japan,Inuyama,47,Good,11,Good,99,Good,36,Good,1,Good,2018-07-07 19:00:00
Czechia,Pisek,66,Moderate,13,Good,10,Good,32,Good,27,Moderate,2018-12-12 16:00:00
Netherlands,Bussum,38,Good,11,Good,110,Good,89,Good,5,Good,2018-10-10 07:00:00
Congo,Kinkala,68,Moderate,1,Good,115,Good,79,Good,19,Moderate,2018-10-06 06:00:00
Brazil,Barreirinha,25,Good,7,Good,90,Good,46,Good,1,Good,2018-11-29 08:00:00
India,Bali Chak,166,Unhealthy,4,Good,110,Moderate,71,Good,62,Unhealthy,2018-11-06 16:00:00
United States of America,South Lake Tahoe,54,Moderate,0,Good,109,Good,9,Good,19,Moderate,2018-12-11 01:00:00
Russian Federation,Meleuz,36,Good,8,Good,117,Good,26,Good,6,Good,2018-06-11 08:00:00
United States of America,Grand Haven,53,Moderate,11,Good,67,Good,75,Good,25,Moderate,2018-10-14 22:00:00
Guatemala,Cubulco,77,Moderate,5,Good,9,Good,97,Good,20,Moderate,2018-08-30 23:00:00
France,Le Robert,106,Unhealthy for Sensitive Groups,5,Good,5,Good,12,Good,39,Unhealthy for Sensitive Groups,2018-04-03 10:00:00
El Salvador,Acajutla,71,Moderate,8,Good,55,Good,52,Good,35,Moderate,2018-12-25 11:00:00
Netherlands,Willemstad,121,Unhealthy for Sensitive Groups,13,Good,22,Good,70,Good,38,Unhealthy for Sensitive Groups,2018-05-10 01:00:00
United States of America,White Settlement,50,Good,13,Good,3,Good,14,Good,1,Good,2018-02-10 10:00:00
United States of America,University Place,44,Good,4,Good,34,Good,71,Good,3,Good,2018-06-20 21:00:00
Netherlands,Haaren,41,Good,8,Good,118,Good,26,Good,2,Good,2018-12-29 15:00:00
Poland,Radzionkow,112,Unhealthy for Sensitive Groups,2,Good,39,Good,29,Good,54,Unhealthy for Sensitive Groups,2018-07-09 16:00:00
Germany,Peine,45,Good,14,Good,35,Good,4,Good,6,Good,2018-07-25 12:00:00
China,Suozhen,156,Unhealthy,7,Good,107,Unhealthy for Sensitive Groups,79,Good,94,Unhealthy,2018-02-05 15:00:00
India,Handia,189,Unhealthy,4,Good,103,Moderate,29,Good,94,Unhealthy,2018-12-11 10:00:00
Romania,Petrila,53,Moderate,6,Good,22,Good,44,Good,21,Moderate,2018-06-20 11:00:00
Netherlands,Breukelen,35,Good,4,Good,51,Good,23,Good,3,Good,2018-10-31 04:00:00
Pakistan,Lalian,173,Unhealthy,13,Good,119,Unhealthy for Sensitive Groups,58,Good,131,Unhealthy,2018-03-08 08:00:00
Italy,Villa Literno,49,Good,8,Good,81,Good,93,Good,8,Good,2018-01-19 19:00:00
Nepal,Baglung,121,Unhealthy for Sensitive Groups,4,Good,59,Good,44,Good,49,Unhealthy for Sensitive Groups,2018-07-17 12:00:00
Germany,Hagen,30,Good,12,Good,85,Good,11,Good,11,Good,2018-08-14 21:00:00
Bulgaria,Kazanlak,56,Moderate,6,Good,4,Good,88,Good,29,Moderate,2018-11-13 01:00:00
Italy,Trezzo,59,Moderate,9,Good,62,Good,64,Good,28,Moderate,2018-05-25 05:00:00
India,Harpalpur,167,Unhealthy,12,Good,52,Unhealthy for Sensitive Groups,48,Good,140,Unhealthy,2018-06-23 16:00:00
United States of America,Little Rock,68,Moderate,7,Good,36,Good,55,Good,30,Moderate,2018-07-22 09:00:00
Italy,Roncade,52,Moderate,5,Good,97,Good,24,Good,28,Moderate,2018-11-07 09:00:00
India,Handia,189,Unhealthy,4,Good,108,Moderate,21,Good,92,Unhealthy,2018-07-02 10:00:00
Brazil,Guapiacu,57,Moderate,11,Good,25,Good,38,Good,18,Moderate,2018-04-29 22:00:00
India,Narnaund,152,Unhealthy,0,Good,74,Unhealthy for Sensitive Groups,86,Good,68,Unhealthy,2018-04-10 03:00:00
Germany,Hameln,37,Good,4,Good,112,Good,94,Good,8,Good,2018-01-30 23:00:00
United Republic of Tanzania,Kilindoni,36,Good,11,Good,48,Good,70,Good,10,Good,2018-09-28 02:00:00
Croatia,Vukovar,69,Moderate,0,Good,14,Good,70,Good,21,Moderate,2018-04-21 10:00:00
Germany,Erlenbach,35,Good,3,Good,94,Good,59,Good,11,Good,2018-02-28 09:00:00
India,Baramula,152,Unhealthy,13,Good,22,Good,46,Good,104,Unhealthy,2018-02-07 16:00:00
Paraguay,Asuncion,26,Good,8,Good,115,Good,84,Good,11,Good,2018-11-14 20:00:00
Japan,Nobeoka,40,Good,2,Good,99,Good,17,Good,12,Good,2018-09-23 22:00:00
Germany,Cadolzburg,64,Moderate,4,Good,45,Moderate,53,Good,13,Moderate,2018-03-13 22:00:00
Philippines,Calatagan,50,Good,2,Good,90,Good,52,Good,7,Good,2018-02-27 23:00:00
India,Shahpura,169,Unhealthy,12,Good,113,Good,71,Good,63,Unhealthy,2018-09-04 06:00:00
United States of America,Takoma Park,47,Good,4,Good,51,Good,71,Good,0,Good,2018-01-08 15:00:00
Mexico,Cuautepec,160,Unhealthy,11,Good,112,Good,7,Good,139,Unhealthy,2018-02-01 01:00:00
United Republic of Tanzania,Maswa,24,Good,1,Good,21,Good,87,Good,5,Good,2018-03-03 06:00:00
France,Coudekerque Branche,44,Good,5,Good,61,Good,4,Good,6,Good,2018-04-07 05:00:00
Belgium,Temse,42,Good,3,Good,69,Good,65,Good,3,Good,2018-01-07 07:00:00
India,Dahanu,76,Moderate,14,Good,98,Good,22,Good,23,Moderate,2018-03-31 09:00:00
Japan,Yoshii,69,Moderate,7,Good,111,Good,30,Good,14,Moderate,2018-10-02 07:00:00
United States of America,Rome,67,Moderate,13,Good,110,Good,70,Good,22,Moderate,2018-05-20 01:00:00
South Africa,Glencoe,139,Unhealthy for Sensitive Groups,14,Good,111,Good,54,Good,46,Unhealthy for Sensitive Groups,2018-05-11 00:00:00
Colombia,Soata,26,Good,12,Good,52,Good,13,Good,6,Good,2018-08-11 17:00:00
Russian Federation,Krasnogvardeyskoye,48,Good,9,Good,111,Good,35,Good,1,Good,2018-02-27 22:00:00
Lesotho,Quthing,77,Moderate,10,Good,72,Good,55,Good,29,Moderate,2018-01-04 18:00:00
Italy,Racconigi,73,Moderate,7,Good,64,Good,27,Good,30,Moderate,2018-06-20 06:00:00
United Kingdom of Great Britain and Northern Ireland,Havant,41,Good,7,Good,67,Good,15,Good,4,Good,2018-04-10 23:00:00
Netherlands,Sint Oedenrode,38,Good,10,Good,49,Good,56,Good,8,Good,2018-02-13 23:00:00
Italy,Porto Empedocle,65,Moderate,14,Good,102,Good,81,Good,17,Moderate,2018-01-29 07:00:00
United Kingdom of Great Britain and Northern Ireland,Cheltenham,47,Good,13,Good,67,Good,3,Good,6,Good,2018-02-17 15:00:00
India,Fatehgarh Churian,248,Very Unhealthy,3,Good,29,Unhealthy,99,Good,222,Very Unhealthy,2018-04-25 10:00:00
Poland,Sulecin,55,Moderate,13,Good,101,Good,67,Good,17,Moderate,2018-10-16 05:00:00
Japan,Yatsuo,43,Good,2,Good,112,Good,75,Good,7,Good,2018-01-01 04:00:00
Germany,Lilienthal,65,Moderate,8,Good,11,Good,90,Good,34,Moderate,2018-06-15 19:00:00
India,Karauli,213,Very Unhealthy,10,Good,92,Good,10,Good,184,Very Unhealthy,2018-12-12 17:00:00
Iran (Islamic Republic of),Zanjan,58,Moderate,12,Good,83,Good,48,Good,31,Moderate,2018-08-17 19:00:00
Germany,Goslar,38,Good,1,Good,61,Good,77,Good,4,Good,2018-08-21 22:00:00
India,Hangal,70,Moderate,4,Good,54,Good,85,Good,13,Moderate,2018-03-18 00:00:00
India,Sardhana,160,Unhealthy,14,Good,66,Unhealthy for Sensitive Groups,67,Good,103,Unhealthy,2018-12-28 03:00:00
Japan,Hitoyoshi,52,Moderate,5,Good,113,Good,58,Good,32,Moderate,2018-07-25 10:00:00
Germany,Bremen,66,Moderate,0,Good,105,Good,95,Good,21,Moderate,2018-01-05 18:00:00
United States of America,Taylors,58,Moderate,8,Good,4,Good,23,Good,35,Moderate,2018-12-13 19:00:00
Russian Federation,Gorkovskiy,38,Good,9,Good,109,Good,83,Good,4,Good,2018-02-27 16:00:00
China,Beibei,166,Unhealthy,6,Good,83,Moderate,30,Good,140,Unhealthy,2018-06-16 15:00:00
Spain,Huesca,37,Good,3,Good,31,Good,82,Good,5,Good,2018-02-09 14:00:00
Ghana,Nsawam,28,Good,13,Good,82,Good,41,Good,3,Good,2018-04-01 01:00:00
Pakistan,Sarhari,165,Unhealthy,6,Good,92,Good,15,Good,117,Unhealthy,2018-05-02 20:00:00
United States of America,Ledyard,41,Good,14,Good,104,Good,5,Good,4,Good,2018-05-08 06:00:00
Germany,Kall,58,Moderate,5,Good,77,Good,86,Good,13,Moderate,2018-05-07 01:00:00
Kazakhstan,Ilyich,161,Unhealthy,4,Good,27,Moderate,87,Good,136,Unhealthy,2018-12-29 07:00:00
India,Phulabani,161,Unhealthy,8,Good,103,Moderate,96,Good,140,Unhealthy,2018-05-10 23:00:00
India,Kodumudi,71,Moderate,0,Good,61,Good,94,Good,16,Moderate,2018-02-24 09:00:00
France,Le Robert,106,Unhealthy for Sensitive Groups,5,Good,63,Good,36,Good,45,Unhealthy for Sensitive Groups,2018-09-29 23:00:00
Russian Federation,Korkino,34,Good,1,Good,63,Good,39,Good,8,Good,2018-01-13 02:00:00
France,Epernay,53,Moderate,7,Good,97,Good,7,Good,22,Moderate,2018-10-13 06:00:00
United States of America,Wayland,47,Good,10,Good,96,Good,41,Good,6,Good,2018-03-09 03:00:00
Chile,Curico,93,Moderate,13,Good,85,Good,69,Good,28,Moderate,2018-09-03 18:00:00
France,Septemes Les Vallons,31,Good,6,Good,66,Good,87,Good,12,Good,2018-09-20 07:00:00
Myanmar,Taunggyi,39,Good,2,Good,119,Good,45,Good,12,Good,2018-09-12 04:00:00
United Republic of Tanzania,Kisesa,24,Good,3,Good,58,Good,8,Good,3,Good,2018-06-08 19:00:00
India,Manohar Thana,168,Unhealthy,10,Good,29,Good,13,Good,109,Unhealthy,2018-02-08 09:00:00
United States of America,Lompoc,38,Good,1,Good,108,Good,19,Good,10,Good,2018-08-24 06:00:00
Russian Federation,Cherdakly,51,Moderate,12,Good,33,Good,3,Good,32,Moderate,2018-12-13 08:00:00
France,Levallois Perret,70,Moderate,6,Good,13,Good,44,Good,27,Moderate,2018-05-29 13:00:00
France,Epernay,53,Moderate,5,Good,55,Good,61,Good,21,Moderate,2018-10-31 01:00:00
Iran (Islamic Republic of),Bandar E Torkaman,153,Unhealthy,4,Good,43,Good,40,Good,143,Unhealthy,2018-01-25 07:00:00
Japan,Inuyama,47,Good,6,Good,106,Good,74,Good,7,Good,2018-02-08 00:00:00
Hungary,Tata,66,Moderate,10,Good,113,Good,34,Good,16,Moderate,2018-10-24 06:00:00
Germany,Wehr,94,Moderate,14,Good,97,Good,64,Good,32,Moderate,2018-01-14 09:00:00
Brazil,Iguaba Grande,61,Moderate,12,Good,105,Good,8,Good,15,Moderate,2018-12-13 04:00:00
Italy,Pavullo Nel Frignano,95,Moderate,2,Good,109,Good,52,Good,18,Moderate,2018-12-17 15:00:00
Belgium,De Pinte,36,Good,12,Good,5,Good,20,Good,2,Good,2018-02-04 20:00:00
Brazil,Caririacu,27,Good,2,Good,83,Good,90,Good,11,Good,2018-09-11 21:00:00
United States of America,Shawnee,95,Moderate,14,Good,114,Good,66,Good,29,Moderate,2018-07-26 05:00:00
India,Neyveli,61,Moderate,12,Good,88,Good,4,Good,23,Moderate,2018-07-05 10:00:00
United States of America,Beeville,36,Good,5,Good,113,Good,16,Good,10,Good,2018-01-10 09:00:00
France,Levallois Perret,70,Moderate,1,Good,67,Good,46,Good,20,Moderate,2018-11-30 22:00:00
United States of America,Rock Springs,22,Good,0,Good,114,Good,88,Good,8,Good,2018-07-10 00:00:00
Poland,Katowice,80,Moderate,14,Good,63,Good,8,Good,15,Moderate,2018-12-18 22:00:00
United States of America,Hopkins,54,Moderate,2,Good,92,Good,92,Good,32,Moderate,2018-04-22 16:00:00
Brazil,Piquete,52,Moderate,4,Good,113,Good,36,Good,14,Moderate,2018-04-30 10:00:00
France,Luneville,38,Good,9,Good,53,Good,1,Good,11,Good,2018-11-02 04:00:00
Poland,Pulawy,30,Good,3,Good,43,Good,96,Good,0,Good,2018-03-20 08:00:00
Madagascar,Arivonimamo,21,Good,11,Good,19,Good,84,Good,1,Good,2018-01-05 05:00:00
Russian Federation,Gusev,34,Good,3,Good,11,Good,8,Good,6,Good,2018-08-10 09:00:00
India,Mundwa,212,Very Unhealthy,14,Good,89,Good,38,Good,229,Very Unhealthy,2018-01-03 23:00:00
United States of America,Orange,51,Moderate,11,Good,51,Good,96,Good,20,Moderate,2018-05-16 02:00:00
Afghanistan,Dawlatabad,92,Moderate,2,Good,92,Good,46,Good,13,Moderate,2018-07-23 07:00:00
United States of America,Rosedale,42,Good,10,Good,68,Good,49,Good,7,Good,2018-01-17 11:00:00
Brazil,Russas,28,Good,0,Good,41,Good,25,Good,12,Good,2018-04-12 01:00:00
Pakistan,Bhopalwala,153,Unhealthy,4,Good,86,Unhealthy for Sensitive Groups,54,Good,102,Unhealthy,2018-01-12 21:00:00
Russian Federation,Izberbash,51,Moderate,6,Good,116,Good,71,Good,22,Moderate,2018-10-27 06:00:00
Poland,Krotoszyn,55,Moderate,11,Good,21,Good,1,Good,16,Moderate,2018-07-09 07:00:00
Venezuela (Bolivarian Republic of),El Tocuyo,39,Good,9,Good,18,Good,3,Good,6,Good,2018-06-20 05:00:00
India,Rudarpur,119,Unhealthy for Sensitive Groups,2,Good,11,Moderate,77,Good,37,Unhealthy for Sensitive Groups,2018-06-09 10:00:00
United States of America,Corsicana,47,Good,11,Good,106,Good,91,Good,9,Good,2018-09-09 18:00:00
France,Ajaccio,44,Good,5,Good,25,Good,23,Good,5,Good,2017-08-04 08:00:00
India,Mangaldai,64,Moderate,9,Good,0,Good,69,Good,29,Moderate,2017-04-06 17:00:00
Brazil,Carazinho,19,Good,14,Good,18,Good,20,Good,0,Good,2017-08-31 23:00:00
Thailand,Chumphon,41,Good,10,Good,20,Good,56,Good,12,Good,2017-10-13 02:00:00
Pakistan,Sarai Naurang,175,Unhealthy,6,Good,0,Moderate,93,Good,124,Unhealthy,2017-08-01 19:00:00
France,Limeil Brevannes,73,Moderate,5,Good,97,Good,26,Good,32,Moderate,2017-12-17 11:00:00
Italy,Porto Empedocle,65,Moderate,0,Good,10,Good,57,Good,21,Moderate,2017-04-24 22:00:00
India,Polur,60,Moderate,12,Good,13,Good,49,Good,30,Moderate,2017-03-23 11:00:00
India,Cumbum,106,Unhealthy for Sensitive Groups,0,Good,72,Good,29,Good,43,Unhealthy for Sensitive Groups,2017-03-07 03:00:00
France,Saint Benoit,57,Moderate,4,Good,84,Good,74,Good,13,Moderate,2017-04-30 08:00:00
Germany,Tostedt,35,Good,10,Good,57,Good,75,Good,5,Good,2017-01-07 23:00:00
France,Saint Sebastien Sur Loire,32,Good,12,Good,68,Good,43,Good,7,Good,2017-06-12 04:00:00
United Kingdom of Great Britain and Northern Ireland,Salford,58,Moderate,9,Good,36,Good,62,Good,24,Moderate,2017-03-17 07:00:00
India,Silvassa,134,Unhealthy for Sensitive Groups,4,Good,51,Good,2,Good,42,Unhealthy for Sensitive Groups,2017-02-10 05:00:00
Italy,Trebaseleghe,78,Moderate,13,Good,112,Good,22,Good,27,Moderate,2017-02-11 21:00:00
Guatemala,San Pedro Sacatepequez,57,Moderate,6,Good,23,Good,98,Good,33,Moderate,2017-10-20 14:00:00
Montenegro,Niksic,79,Moderate,7,Good,2,Good,66,Good,34,Moderate,2017-10-14 07:00:00
Madagascar,Nosy Varika,25,Good,6,Good,32,Good,77,Good,7,Good,2017-01-15 06:00:00
Spain,Martorell,36,Good,4,Good,28,Good,47,Good,6,Good,2017-03-22 04:00:00
India,Tirur,71,Moderate,13,Good,17,Good,8,Good,19,Moderate,2017-04-14 13:00:00
Germany,Rehburg Loccum,43,Good,3,Good,29,Good,23,Good,5,Good,2017-02-18 03:00:00
Brazil,Vitoria Da Conquista,38,Good,13,Good,54,Good,46,Good,8,Good,2017-01-24 11:00:00
United States of America,Fairview Heights,45,Good,4,Good,72,Good,59,Good,12,Good,2017-02-07 15:00:00
India,Sanquelim,84,Moderate,13,Good,95,Good,82,Good,32,Moderate,2017-09-06 06:00:00
Belgium,Soignies,49,Good,10,Good,51,Good,94,Good,9,Good,2017-08-24 01:00:00
Brazil,Sertanopolis,36,Good,0,Good,27,Good,99,Good,9,Good,2017-12-17 03:00:00
Cameroon,Guider,76,Moderate,14,Good,81,Good,84,Good,24,Moderate,2017-09-13 21:00:00
Afghanistan,Geresk,106,Unhealthy for Sensitive Groups,12,Good,114,Good,91,Good,49,Unhealthy for Sensitive Groups,2017-08-19 04:00:00
United States of America,Edison,50,Good,9,Good,45,Good,80,Good,6,Good,2017-06-29 05:00:00
Germany,Bad Langensalza,32,Good,7,Good,73,Good,65,Good,1,Good,2017-08-07 01:00:00
France,Pessac,54,Moderate,3,Good,57,Good,57,Good,22,Moderate,2017-10-29 21:00:00
Philippines,Katipunan,152,Unhealthy,3,Good,6,Good,64,Good,114,Unhealthy,2017-07-29 11:00:00
Slovenia,Celje,85,Moderate,13,Good,98,Good,14,Good,27,Moderate,2017-09-27 16:00:00
China,Shangqiu,132,Unhealthy for Sensitive Groups,5,Good,3,Unhealthy for Sensitive Groups,36,Good,22,Moderate,2017-07-19 17:00:00
South Africa,Fochville,154,Unhealthy,2,Good,106,Good,67,Good,127,Unhealthy,2017-09-14 10:00:00
Belgium,Herzele,51,Moderate,0,Good,38,Good,57,Good,27,Moderate,2017-02-25 00:00:00
United States of America,Beeville,36,Good,12,Good,102,Good,59,Good,2,Good,2017-03-08 17:00:00
Brazil,Varzea Alegre,22,Good,2,Good,32,Good,13,Good,10,Good,2017-11-15 11:00:00
United States of America,Glen Allen,53,Moderate,12,Good,25,Good,49,Good,23,Moderate,2017-10-16 10:00:00
India,Botad,127,Unhealthy for Sensitive Groups,13,Good,12,Good,18,Good,45,Unhealthy for Sensitive Groups,2017-12-06 07:00:00
Greece,Ioannina,69,Moderate,11,Good,70,Good,79,Good,16,Moderate,2017-03-02 16:00:00
El Salvador,Gotera,95,Moderate,5,Good,106,Good,23,Good,13,Moderate,2017-08-05 20:00:00
Ukraine,Chernyakhiv,56,Moderate,7,Good,44,Good,50,Good,29,Moderate,2017-03-04 05:00:00
Spain,San Lorenzo De El Escorial,23,Good,12,Good,98,Good,24,Good,4,Good,2017-12-04 18:00:00
Poland,Szamotuly,51,Moderate,5,Good,94,Good,46,Good,15,Moderate,2017-06-23 19:00:00
Portugal,Lamego,25,Good,4,Good,45,Good,83,Good,9,Good,2017-08-05 05:00:00
Italy,Bracciano,41,Good,3,Good,45,Good,55,Good,9,Good,2017-10-13 03:00:00
United States of America,Woonsocket,42,Good,1,Good,23,Good,60,Good,3,Good,2017-06-12 11:00:00
Panama,Panama,61,Moderate,10,Good,69,Good,79,Good,27,Moderate,2017-12-13 03:00:00
United Republic of Tanzania,Bugarama,45,Good,4,Good,13,Good,50,Good,10,Good,2017-06-01 11:00:00
Thailand,Phon,93,Moderate,1,Good,115,Good,78,Good,20,Moderate,2017-09-26 23:00:00
India,Bhander,166,Unhealthy,9,Good,15,Unhealthy for Sensitive Groups,76,Good,99,Unhealthy,2017-05-25 22:00:00
India,Karimganj,129,Unhealthy for Sensitive Groups,3,Good,119,Good,49,Good,37,Unhealthy for Sensitive Groups,2017-06-10 10:00:00
Viet Nam,Cao Bang,47,Good,11,Good,72,Good,9,Good,2,Good,2017-02-11 14:00:00
Russian Federation,Kurskaya,40,Good,5,Good,45,Good,13,Good,4,Good,2017-03-14 03:00:00
Brazil,Palmares,45,Good,10,Good,60,Good,67,Good,12,Good,2017-03-19 20:00:00
India,Sidhi,162,Unhealthy,11,Good,0,Unhealthy,61,Good,108,Unhealthy,2017-01-24 14:00:00
Myanmar,Loikaw,15,Good,13,Good,83,Good,65,Good,9,Good,2017-05-26 17:00:00
Netherlands,Harenkarspel,38,Good,14,Good,75,Good,70,Good,3,Good,2017-02-27 00:00:00
Lesotho,Quthing,77,Moderate,12,Good,0,Good,46,Good,22,Moderate,2017-04-05 02:00:00
Belgium,Brugge,37,Good,0,Good,68,Good,16,Good,0,Good,2017-09-16 23:00:00
France,Enghien Les Bains,55,Moderate,8,Good,104,Good,92,Good,23,Moderate,2017-01-16 21:00:00
Poland,Szamotuly,51,Moderate,9,Good,71,Good,71,Good,26,Moderate,2017-07-03 10:00:00
Poland,Zory,68,Moderate,11,Good,37,Good,17,Good,13,Moderate,2017-02-28 07:00:00
United States of America,Taylors,58,Moderate,4,Good,2,Good,73,Good,23,Moderate,2017-07-29 09:00:00
Brazil,Novo Cruzeiro,23,Good,6,Good,36,Good,93,Good,8,Good,2017-08-08 10:00:00
United States of America,Berkley,85,Moderate,11,Good,117,Good,74,Good,17,Moderate,2017-08-03 12:00:00
India,Karauli,213,Very Unhealthy,1,Good,48,Good,34,Good,217,Very Unhealthy,2017-08-22 10:00:00
United Kingdom of Great Britain and Northern Ireland,Havant,41,Good,6,Good,38,Good,60,Good,0,Good,2017-05-01 13:00:00
Honduras,Cofradia,74,Moderate,3,Good,22,Good,67,Good,16,Moderate,2017-01-17 18:00:00
Nigeria,Port Harcourt,179,Unhealthy,6,Good,61,Good,11,Good,113,Unhealthy,2017-11-06 01:00:00
Russian Federation,Uzhur,33,Good,12,Good,37,Good,78,Good,8,Good,2017-09-24 19:00:00
India,Rajur,150,Unhealthy,6,Good,117,Good,55,Good,111,Unhealthy,2017-12-03 22:00:00
Japan,Inuyama,47,Good,14,Good,92,Good,63,Good,1,Good,2017-04-16 06:00:00
Czechia,Pisek,66,Moderate,10,Good,22,Good,99,Good,26,Moderate,2017-03-18 16:00:00
Netherlands,Bussum,38,Good,3,Good,10,Good,89,Good,4,Good,2017-07-17 11:00:00
Congo,Kinkala,68,Moderate,4,Good,30,Good,36,Good,34,Moderate,2017-04-10 00:00:00
Brazil,Barreirinha,25,Good,10,Good,116,Good,13,Good,4,Good,2017-08-14 17:00:00
India,Bali Chak,166,Unhealthy,14,Good,22,Moderate,36,Good,88,Unhealthy,2017-02-13 09:00:00
United States of America,South Lake Tahoe,54,Moderate,14,Good,78,Good,32,Good,26,Moderate,2017-07-03 06:00:00
Russian Federation,Meleuz,36,Good,5,Good,66,Good,76,Good,5,Good,2017-06-02 06:00:00
United States of America,Grand Haven,53,Moderate,3,Good,40,Good,41,Good,18,Moderate,2017-03-29 05:00:00
Guatemala,Cubulco,77,Moderate,4,Good,27,Good,89,Good,21,Moderate,2017-01-10 12:00:00
France,Le Robert,106,Unhealthy for Sensitive Groups,0,Good,29,Good,99,Good,53,Unhealthy for Sensitive Groups,2017-04-12 00:00:00
El Salvador,Acajutla,71,Moderate,14,Good,101,Good,25,Good,20,Moderate,2017-09-02 07:00:00
Netherlands,Willemstad,121,Unhealthy for Sensitive Groups,8,Good,61,Good,19,Good,37,Unhealthy for Sensitive Groups,2017-03-02 20:00:00
United States of America,White Settlement,50,Good,8,Good,115,Good,22,Good,12,Good,2017-04-26 01:00:00
United States of America,University Place,44,Good,3,Good,88,Good,27,Good,4,Good,2017-12-14 02:00:00
Netherlands,Haaren,41,Good,11,Good,70,Good,48,Good,4,Good,2017-03-09 08:00:00
Poland,Radzionkow,112,Unhealthy for Sensitive Groups,2,Good,43,Good,54,Good,54,Unhealthy for Sensitive Groups,2017-10-29 05:00:00
Germany,Peine,45,Good,14,Good,13,Good,61,Good,12,Good,2017-01-24 09:00:00
China,Suozhen,156,Unhealthy,11,Good,19,Unhealthy for Sensitive Groups,87,Good,81,Unhealthy,2017-04-01 10:00:00
India,Handia,189,Unhealthy,10,Good,3,Moderate,39,Good,140,Unhealthy,2017-11-02 14:00:00
Romania,Petrila,53,Moderate,11,Good,90,Good,25,Good,27,Moderate,2017-05-01 22:00:00
Netherlands,Breukelen,35,Good,12,Good,62,Good,63,Good,12,Good,2017-03-24 10:00:00
Pakistan,Lalian,173,Unhealthy,1,Good,19,Unhealthy for Sensitive Groups,8,Good,147,Unhealthy,2017-06-09 04:00:00
Italy,Villa Literno,49,Good,14,Good,100,Good,21,Good,7,Good,2017-11-14 12:00:00
Nepal,Baglung,121,Unhealthy for Sensitive Groups,13,Good,24,Good,46,Good,53,Unhealthy for Sensitive Groups,2017-03-21 02:00:00
Germany,Hagen,30,Good,13,Good,61,Good,57,Good,5,Good,2017-05-13 01:00:00
Bulgaria,Kazanlak,56,Moderate,8,Good,30,Good,89,Good,15,Moderate,2017-05-19 00:00:00
Italy,Trezzo,59,Moderate,6,Good,51,Good,47,Good,32,Moderate,2017-02-25 02:00:00
India,Harpalpur,167,Unhealthy,5,Good,91,Unhealthy for Sensitive Groups,57,Good,138,Unhealthy,2017-07-19 15:00:00
United States of America,Little Rock,68,Moderate,2,Good,15,Good,26,Good,25,Moderate,2017-03-12 12:00:00
Italy,Roncade,52,Moderate,2,Good,20,Good,37,Good,14,Moderate,2017-09-19 12:00:00
India,Handia,189,Unhealthy,12,Good,107,Moderate,7,Good,132,Unhealthy,2017-10-21 02:00:00
Brazil,Guapiacu,57,Moderate,14,Good,7,Good,53,Good,13,Moderate,2017-02-19 18:00:00
India,Narnaund,152,Unhealthy,10,Good,77,Unhealthy for Sensitive Groups,87,Good,64,Unhealthy,2017-03-18 08:00:00
Germany,Hameln,37,Good,0,Good,73,Good,97,Good,9,Good,2017-03-11 20:00:00
United Republic of Tanzania,Kilindoni,36,Good,0,Good,58,Good,46,Good,1,Good,2017-11-22 07:00:00
Croatia,Vukovar,69,Moderate,10,Good,22,Good,87,Good,31,Moderate,2017-10-14 15:00:00
Germany,Erlenbach,35,Good,12,Good,110,Good,86,Good,0,Good,2017-07-21 10:00:00
India,Baramula,152,Unhealthy,10,Good,37,Good,45,Good,70,Unhealthy,2017-11-12 02:00:00
Paraguay,Asuncion,26,Good,3,Good,62,Good,64,Good,5,Good,2017-10-30 17:00:00
Japan,Nobeoka,40,Good,0,Good,98,Good,63,Good,11,Good,2017-07-07 17:00:00
Germany,Cadolzburg,64,Moderate,10,Good,66,Moderate,2,Good,25,Moderate,2017-05-28 22:00:00
Philippines,Calatagan,50,Good,13,Good,90,Good,96,Good,11,Good,2017-08-06 21:00:00
India,Shahpura,169,Unhealthy,7,Good,31,Good,22,Good,109,Unhealthy,2017-12-02 17:00:00
United States of America,Takoma Park,47,Good,1,Good,90,Good,58,Good,4,Good,2017-03-03 15:00:00
Mexico,Cuautepec,160,Unhealthy,2,Good,90,Good,10,Good,83,Unhealthy,2017-07-25 21:00:00
United Republic of Tanzania,Maswa,24,Good,11,Good,24,Good,42,Good,0,Good,2017-11-09 17:00:00
France,Coudekerque Branche,44,Good,0,Good,33,Good,59,Good,10,Good,2017-01-04 13:00:00
Belgium,Temse,42,Good,11,Good,21,Good,28,Good,11,Good,2017-12-13 09:00:00
India,Dahanu,76,Moderate,11,Good,61,Good,65,Good,17,Moderate,2017-08-14 10:00:00
Japan,Yoshii,69,Moderate,5,Good,78,Good,61,Good,19,Moderate,2017-12-13 10:00:00
United States of America,Rome,67,Moderate,6,Good,117,Good,18,Good,35,Moderate,2017-06-19 20:00:00
South Africa,Glencoe,139,Unhealthy for Sensitive Groups,0,Good,96,Good,90,Good,44,Unhealthy for Sensitive Groups,2017-05-04 15:00:00
Colombia,Soata,26,Good,0,Good,43,Good,81,Good,2,Good,2017-01-22 09:00:00
Russian Federation,Krasnogvardeyskoye,48,Good,14,Good,47,Good,7,Good,3,Good,2017-07-16 22:00:00
